web_scraper_order,web_scraper_start_url,containers_links,number_of_rooms,number_of_bathrooms,surface area,address
"1765231767-2774","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-a-amitie-5547073","","","","Point E, Dakar, Sénégal"
"1765231770-2775","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-keur-massar-5547298","3","2","","Keur Massar, Sénégal"
"1765231772-2776","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-medina-5547322","4","2","","Medina, Dakar, Sénégal"
"1765231775-2777","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-studio-medina-corniche-5547339","2","2","","Medina, Dakar, Sénégal"
"1765231777-2778","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4pieces-liberte-6-5547548","","","","Sicap Liberté, Dakar, Sénégal"
"1765231779-2779","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-mermoz-sacre-coeur-5548240","2","1","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231782-2780","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mermoz-sacre-coeur-5548271","3","3","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231784-2781","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-mermoz-5545573","4","4","171 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231787-2782","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-studio-au-mariste-5545585","2","2","55 m2","Mariste, Dakar, Sénégal"
"1765231789-2783","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-maristes-5545557","3","3","110 m2","Mariste, Dakar, Sénégal"
"1765231791-2784","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-5pieces-fann-5548953","5","5","12","Fann, Dakar, Sénégal"
"1765231794-2785","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-3pieces-sicap-foire-5546639","3","2","133","Sicap foire, Dakar, Sénégal"
"1765231796-2786","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-gnaary-tally-5550904","3","2","","Dakar, Sénégal"
"1765231800-2787","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-3pieces-yoff-onomo-5547348","3","2","132","Yoff, Dakar, Sénégal"
"1765231802-2788","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-mamelles-5552287","5","3","","Mamelles, Dakar, Sénégal"
"1765231804-2789","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-ouest-foire-5553247","4","3","","Ouest Foire, Dakar, Sénégal"
"1765231807-2790","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-mermoz-sacre-coeur-5554315","2","1","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231809-2791","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-dakar-mermoz-5554620","3","2","100 m2","Dakar, Sénégal"
"1765231812-2792","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-mermoz-5549265","4","4","171 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231814-2793","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3pieces-ouakam-5551545","3","3","150 m2","Ouakam, Dakar, Sénégal"
"1765231817-2794","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-studio-fann-mermoz-5551462","2","1","75 m2","Fann, Dakar, Sénégal"
"1765231819-2795","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-dakar-plateau-5557249","4","4","190","Dakar Plateau, Dakar, Sénégal"
"1765231822-2796","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-a-sicap-liberte-5558192","2","1","12","Sicap Liberté, Dakar, Sénégal"
"1765231824-2797","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-2pieces-mamelles-5555208","2","1","70","Mamelles, Dakar, Sénégal"
"1765231826-2798","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-meuble-batrain-5556859","4","1","120","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231829-2799","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ngor-5554230","3","","","Ngor, Dakar, Sénégal"
"1765231831-2800","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-2pieces-ouakam-extension-5555258","2","1","75","Ouakam, Dakar, Sénégal"
"1765231834-2801","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ngor-almadie-5556517","3","1","100","Ngor, Dakar, Sénégal"
"1765231836-2802","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ngor-almadies-5554262","3","","","Ngor, Dakar, Sénégal"
"1765231839-2803","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-aux-almadies-5554912","4","4","150 m2","Almadies, Dakar, Sénégal"
"1765231844-2804","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-5pieces-almadies-5553467","5","304 m2","","Almadies, Dakar, Sénégal"
"1765231847-2805","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-5pieces-almadie-5553787","5","5","304 m2","Almadies, Dakar, Sénégal"
"1765231849-2806","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-liberte-06-5554852","4","4","180 m2","Sicap Liberté, Dakar, Sénégal"
"1765231852-2807","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-meuble-4pieces-ouakam-5553798","4","2","150 m2","Mamelles, Dakar, Sénégal"
"1765231854-2808","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-mermoz-5555131","4","3","133","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231857-2809","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartements-5pieces-mermoz-5555137","5","4","150","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231859-2810","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-5pieces-almadies-5555639","5","5","304 m2","Almadies, Dakar, Sénégal"
"1765231861-2811","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-liberte-06-5555660","4","4","155 m2","Sicap Liberté, Dakar, Sénégal"
"1765231864-2812","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-fann-5560919","4","3","","Fann, Dakar, Sénégal"
"1765231866-2813","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-ngor-virage-5561123","3","2","","Ngor, Dakar, Sénégal"
"1765231869-2814","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-gnaary-tally-5561223","3","2","","Dakar, Sénégal"
"1765231871-2815","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-a-hlm-grd-yoof-5558166","2","2","69 m2","Grand Yoff, Dakar, Sénégal"
"1765231874-2816","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-studio-grand-dakar-5561860","2","2","","Grand Dakar, Dakar, Sénégal"
"1765231877-2817","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-studio-standing-mermoz-elton-5562778","2","1","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231879-2818","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-a-cite-biagui-5559608","3","2","130","Yoff, Dakar, Sénégal"
"1765231882-2819","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-ngor-almadie-5563371","4","2","110","Ngor, Dakar, Sénégal"
"1765231884-2820","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-ngor-almadie-5563435","3","2","","Ngor, Dakar, Sénégal"
"1765231886-2821","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-liberte-1-5563602","3","3","1000 m2","Dakar, Sénégal"
"1765231889-2822","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-nord-foire-5563607","2","2","100 m2","Dakar, Sénégal"
"1765231891-2823","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-cite-fadia-5563615","3","3","100 m2","Dakar, Sénégal"
"1765231894-2824","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-virage-5563612","4","4","100 m2","Dakar, Sénégal"
"1765231896-2825","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-cite-fadia-2-5563618","2","2","85 m2","Dakar, Sénégal"
"1765231899-2826","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-studio-f2-a-grand-dakar-5564304","2","2","","Grand Dakar, Dakar, Sénégal"
"1765231901-2827","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-gnaary-tally-5564347","3","2","","Dakar, Sénégal"
"1765231903-2828","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-dakar-plateau-5564351","3","2","","Dakar Plateau, Dakar, Sénégal"
"1765231906-2829","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-haut-standing-a-fass-5564361","1","1","","Fass, Dakar, Sénégal"
"1765231908-2830","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-haut-standing-a-medina-corniche-5564375","3","2","","Medina, Dakar, Sénégal"
"1765231911-2831","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-keur-massar-5564366","3","2","","Keur Massar, Sénégal"
"1765231913-2832","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-amitie-5564773","4","3","","Point E, Dakar, Sénégal"
"1765231915-2833","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mermoz-5564900","4","4","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231918-2834","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-studio-mermoz-5559974","2","2","75 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231920-2835","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ouakam-5565878","4","","","Ouakam, Dakar, Sénégal"
"1765231923-2836","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-dieuppeul-5566120","3","2","","Dieuppeul-Derklé, Dakar, Sénégal"
"1765231925-2837","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-cite-mourtala-5562857","4","3","134","Sacré-Coeur, Dakar, Sénégal"
"1765231928-2838","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-chambres-au-mamelle-5563131","4","4","250 m2","Mamelles, Dakar, Sénégal"
"1765231930-2839","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-mermoz-5561729","4","4","171 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231933-2840","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartement-5pieces-almadies-5561874","5","5","304 m2","Almadies, Dakar, Sénégal"
"1765231935-2841","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-rond-point-yoff-5563768","4","3","133","Yoff, Dakar, Sénégal"
"1765231938-2842","https://sn.coinafrique.com/categorie/appartements?page=8","https://sn.coinafrique.com/annonce/appartements/location-appartements-6pieces-cite-telium-vdn-5563804","6","5","200","Sacré-Coeur, Dakar, Sénégal"
